doc_id,source_idx,genre,model,text,label,obfuscated,condition,technique,score,pred
doc_0248,736,fiction,gpt-4.1,"Dear Clara,

I am writing this letter on the old wooden desk by the window, late in the evening. I think of you often and, as I write, I find myself wishing I could see your face in the flickering lamplight. So many things have happened since you left for the city two months ago, and I know it has been too long since my last letter. I suppose I am writing now because there is so much I want to tell you, and, though I do not have all the right words, I must try.

The days here are slower without your laughter in the house. The garden has changed almost overnight; the roses you planted have grown wild, sprawling across the fence as if trying to escape. Mother says the house feels emptier, though she wouldn’t admit it in so many words. I try to fill the silence with music, playing the old piano when the chores are done, but the notes seem to fall into a quiet that even music cannot reach.

I want you to know that I have read your last letter over and over. I keep it hidden in the drawer, away from sunlight and curious eyes. You wrote about the lessons you are taking, the city’s endless noise, and the crowded streets that never seem to sleep. You asked if I was lonely here, and I never answered truthfully. The truth is, I am a little lonely, but I have learned a kind of patience I did not know I possessed. It is as if I am waiting for something, though I do not know what.

You once said that knowing what you want is the most important lesson there is. I have thought about that a great deal. Some days I think I want to leave for the city and see the world as you do. Other days, I think I want only the quiet of home, the sound of the wind in the trees, and the comfort of ordinary things. I do not know which is truer. Perhaps both are, and I am meant to live between them for a while. I do know that, for now, I want to understand myself better, to listen for the small voice that tells me who I am. That is one lesson I wish you could teach me, though I suspect I must learn it alone.

Last Sunday, I went to church with Mother. The pews were half-empty, and the minister spoke about faith—how sometimes, when we cannot see the road ahead, we must trust that God is guiding us. I am not sure what I believe, but I do know the comfort of ritual: the way sunlight falls through stained glass, the warmth of hands joined in prayer, and the quiet moments after the last hymn, when everyone lingers before stepping back into the world. I wonder if you have found a church in the city or if you have left that behind, too, with so much else. I hope you have found something, or someone, to hold onto when the days grow long.

Father has grown quieter these past months. He asks about you, sometimes, but never says so directly. When the post arrives, he pretends not to notice whether a letter bears your handwriting. He spends more time in the fields, coming home late, hands stained with earth. I think he worries you will forget this place, but I know you better than that. You have always carried home with you, wherever you go.

I suppose I am writing not because I have answers, but because I have questions. I want to know if you are happy. I want to know if you sometimes wish you had stayed, or if your world is so wide you have forgotten how small ours can be. I want to know if the lessons you are learning are making you stronger, or if they are only making you tired. I want to know if you think of me, as I think of you, when the night is quiet and the city hushes for a moment.

Perhaps, in time, the answers will come. Until then, I will keep writing. I will tend the roses and play the piano. I will try to find joy in small things. And when you return—and I hope you do, even just for a while—I will be here, waiting by the window, ready to listen to all the stories you have brought back with you.

With love,

Anna",1,False,ai_plain,,0.03668933888392942,0
doc_0400,1116,fiction,gpt-4.1,"Okay, so, honestly, I never really liked talking about my father. Not because he was some monster or whatever, but because, well, how do you talk about someone who feels like a ghost most of the time? I guess that's the thing about fathers—they're either too much right in your face, or they're barely there at all, just a shadow, you know? So you end up filling in all the blanks with stories you half-remember, or stuff your mother says when she’s tipsy and angry at the sink.

But, alright, this isn’t about her. This is about me and my brother, and, yeah, my father—Sir Robert. Well, not like ""sir"" like he got knighted or anything, more like everyone just called him Sir Robert because he’d walk around acting like he owned the place. And sometimes, in a way, he kind of did. He owned the land our house was on, a couple acres of rough, stubborn grass and some apple trees that never really bore much fruit. You could stand at the edge and see all the way to the river on a clear day, not that it was ever that clear.

My brother, Dan, was always saying how one day he’d be the one telling people what to do, not Sir Robert. He’d lift his chin and try to look older, and I’d laugh and say, ""Sure, when pigs fly,"" and he’d get all red. Thing is, Dan was the proper son, at least in our father’s eyes. The sort of kid that always came home with his hair combed and his shirt tucked in. I was—well, let's just say, my mother sometimes used the word ""bastard"" when she was mad, and not always in a joking way.

It’s weird, how a word can hang in the air like smoke. You don’t want to breathe it in, but you do, and you can’t get it out again after. Sir Robert never called me that, at least not to my face, but he didn’t have to. There’s a way a man looks at someone that says everything, and it’s worse than any word.

So one summer, I was maybe fifteen, Dan seventeen, and Sir Robert started talking about the land. He’d sit out back in that old, cracked chair, drinking his beer, watching the sunset, and he’d say, “One day, all this is yours, Dan. You've got to keep it right, keep it in the family.” I’d be standing right there, but it's like I was invisible, like I was the wind messing up the grass.

Does it make sense to want something just because someone says you can’t have it? I never cared about the land, not really, but suddenly it turned important. I started spending more time outside, walking the edge of the property, picking up rocks, throwing them at the fence. I mean, who was I, really? The spare? The secret? Like, what would happen to me when Sir Robert died? Would I just disappear, like he always seemed to hope I would?

One night, Dan found me sitting by the old barn. He plopped down next to me, didn’t say much at first, just picked at the dirt. After a long while, he goes, “He’s just scared. That’s why he acts like that.” I stared at him, confused, because I’d always thought Sir Robert was too tough for fear, you know? Dan shrugged, kicking a pebble. “He’s scared I’ll mess it up. Maybe he’s scared you’ll want it so bad, you’ll take it.”

And I laughed, but I could feel something shift between us. Brothers, but not really—never quite equal. He was born right; I was a stray, a maybe. Still, we sat there, shoulder to shoulder, and for a second, it didn’t matter who’d get the land or who was whose son.

Here’s what I think: families are weird as hell. Who gets to count, who doesn’t. Do we stay because of love, or just because it’s what we know? It’s messy and unfair and sometimes it makes you want to run far away and never look back.

But, you know, next morning I woke up early, grabbed two apples—sour as ever—and tossed one to Dan. He caught it, smiled, and for just a moment, we were both just kids again. Not sons of Sir Robert, not “proper” or “bastard,” just two brothers, with the whole stubborn, scraggly land stretching out behind us, and the sun coming up like maybe today things could be different.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.03454153971646519,0
doc_0403,413,fiction,gpt-4.1,"So, I guess, if you want to know how it all started, you'd probably need to picture this rickety old apartment, cracked yellow walls, and this shambling little sofa with springs that groan every time you move. Marfa was sitting there hunched—she always hunched, I swear—sucking on the tail end of a cigarette and peering out at nothing, really. If you asked her, she’d say she was watching for birds, but I never saw a single one in all the months I lived there. Just dust and, sometimes, scraps of paper the wind tossed around the street.

The thing is, everybody said Marfa Petrovna was… how do you put it? A force. That’s the word they’d use, but it’s not what you’d expect. She wasn’t the loud, bustling kind of force, more like a stubborn tree root that splits the pavement, y’know? She had this way of making you feel like you were both invisible and, at the same time, completely scrutinized. I don’t know if that makes sense. Maybe it does if you ever met someone like that.

And Avdotya Romanovna—well, she was nothing like Marfa, at least at first glance. Picture her in her red scarf, always knotted loosely, with this energy, like she was always ready to step into the next scene, wherever that was. There was this rumor—okay, maybe not a rumor, but people talked—that she’d be the first woman in the block to go to university, but who can really keep track of this stuff? Anyway, even if it was just a story, it stuck to her, same way the dust stuck to her shoes.

I guess, looking back, you could say the shape of things between them was always shifting. People love to talk about love, right? But I’m not sure anyone really knows what they mean. For Marfa, it was like, I dunno, she felt things so heavy that she could barely look at Avdotya sometimes. She’d start to say something meaningful—something that, if you wrote it down, might even sound profound—but words would get lost somewhere in her chest. That’s the thing with love, isn’t it? It doesn’t always come out the way you wish it would. And honestly, sometimes it doesn’t come out at all.

One night, I remember, Marfa was pacing. The floors creaked, and the lamp on the little table quivered with each step. She kept muttering to herself—stuff about fate and luck and how life isn’t fair and all that. Avdotya just sat there, her legs curled under her, reading some battered old novel. She didn’t look up until Marfa stopped right behind her. There was this silence that felt thick, like you could touch it, but nobody said anything for a minute.

Then, out of nowhere, Marfa just blurted, “Would you—do you think you could, I mean, would you ever…?” And she trailed off, obviously terrified she’d said too much or not enough. In that way, I think she was braver than anyone else I knew. Sometimes the bravest thing is to fumble through, right? Who cares if you sound foolish?

Avdotya, she just laughed a little, but not meanly. She closed her book, set it aside, and, you know, for a second she looked almost shy, which was rare for her. She said, “I don’t know what I would do. I just know I want to be here right now.” And that was it. Just those words, but it changed something, I think. It changed Marfa, for sure. Maybe Avdotya too.

But here’s the catch—life didn’t get suddenly magical. They still argued about whether to leave the window open at night, and still forgot to buy tomatoes at the market, and Marfa’s old cat still brought in dead sparrows. The streets outside stayed loud and ugly, and the future didn’t get any less uncertain. But, you know, sometimes Marfa would look at Avdotya and forget, just for a second, all the things she was scared of. She’d smile, a real odd, crooked kind of smile, and Avdotya would notice. They kept going, even if nobody else understood why.

So, is that love? Or is it just two people being stubborn enough not to walk away? And does it matter, really? I don’t think I have the answer. Maybe nobody does. Maybe that’s the point.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.029193706228520466,0
doc_0407,741,fiction,gpt-4.1,"So, the thing is, I guess, when you wake up and it’s one of those heavy, gray mornings where the world feels like it’s been put on mute and the sky can’t even be bothered to look blue anymore, you get this weird itch to find some kind of pleasure, or—well, you know, I don’t mean anything fancy, just something, anything to take the edge off. I remember one such morning, lying there on my back, listening to the old fridge groan like it was just as tired as me, thinking, “Is this all there is for today?” But then, I don’t know, I think I realized something, or at least I started hoping I did, which is probably just as good—maybe better, actually, ’cause hoping almost feels like pleasure, too, or at least like a promise you gave yourself that you’re not totally lost.

I mean, people talk a lot about glory, don’t they? Like it’s this shining, solid thing sitting up on a shelf, waiting for the right person to come along and claim it, but honestly, who’s actually seen it up close? I sure haven’t, and I’d bet most folks haven’t either, though they’d probably pretend otherwise if you asked. I think glory’s sort of like one of those things you keep chasing, but even if you catch up, it kind of slips through your hands the second you try to hold on tight—like water, like smoke, or maybe like nothing at all, which is kind of irritating and, well, sort of a relief too if I’m being honest.

Sometimes I wonder, though, if we’re not just making up needs and reasons for things, just so we can feel like we have some control over them. Like, does pleasure mean anything by itself, or is it—uh, is it only a thing because we decided it should be? I guess what I’m trying to say is that sometimes, chasing after pleasure just ends up making me more tired than I was before, like maybe the chase is the whole point, and the second you stop, you’re forced to sit with yourself and your boredom or sadness or whatever, and that’s, uh, that’s hard. Maybe we cling to things that make us feel one way or another just to avoid feeling nothing at all—I know I do, anyway.

And there’s this other thing—I don’t know if this’ll make sense—when you want to please someone, it’s not always about them, is it? I mean, you tell yourself it is, but honestly, it’s so you can look at yourself in the mirror and say, “Hey, you did good. You made someone smile,” and that’s supposed to patch the day together. But, I mean, what happens when pleasing others starts to feel empty, or like, you know, more work than it’s worth? And what if there are days where nothing seems to click, no matter how hard you try—what are you supposed to do then?

Like, let me try and explain—there was this one time, not long ago, where I tried and tried to cheer up my friend, but everything felt forced, all the jokes fell flat, and it got awkward fast. I felt like I was performing on a stage with no spotlight and nobody in the seats. I kept thinking, “Why can’t I make this right?” but the harder I tried, the worse it got, until finally we just gave up and sat in silence eating chips, which, honestly, felt better than anything else I’d managed all day. Is that weird? I don’t know. Maybe that’s how things go sometimes—the more you push for some kind of shining moment, the more you realize maybe it’s not about glory at all, or pleasure, or making things perfect, but just being there when nothing is happening.

And yeah, maybe that doesn’t sound like much, and maybe it won’t ever be written about in a book or sung in some song about heroes, but sometimes, just sitting with someone, wishing things could be better but not pretending they are, feels like the best thing you can do. Who made the rules for what counts as glory anyway? Maybe some days, it’s just keeping your head above water, or sharing a bag of chips in silence, and not needing anything more than that.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.033183707393535794,0
doc_0409,259,fiction,gpt-4.1,"You know, life doesn’t really unfold like you expect—it kinda comes at you sideways, and I guess that’s something you figure out early if you’re paying attention, which I mostly wasn’t, what with growing up in a town that people just sorta forgot existed after the railroad pulled out. And, the thing is, I thought everybody’s father acted like Mapple did, always standing in the backyard with one hand gripping the fence like the wood was gonna float away if he blinked. I don’t even remember when people started calling him Mapple instead of his given name, but it just stuck, like a burr on old wool socks, and so we just rolled with it, ‘cause why make a fuss? 

Anyway, Mapple just had this way about him—he’d star at the sky most nights, which was weird, except he’d be muttering about the stars and how they’d never point you the same way twice and how, if you listened, you could feel which way was north just by breathing in real slow. I’d laugh at that, sometimes, but not to his face. And, honestly, the more I think about it, the more I wonder if that’s not what he meant about living, like, you just pick a direction, trust it for a while, and try not to get angry when it turns you someplace you didn’t expect. That said, when’s the last time you trusted your gut about anything bigger than lunch, huh? 

So, yeah, Mapple wasn’t much for giving advice directly. He was—you know—one of those guys who’d spend hours fixing the same loose shutter on the house, all the while humming a song you couldn’t quite catch, and you’d ask him what he was humming, and he’d shrug and say, “Just something old,” like that was a good enough answer. Maybe it was. Some days I’d sit next to him, pretending to help but mostly just looking out at the grass, trying to spot shapes in the clover, and he’d say, “You see that tree over there? That one with the two branches like it’s holding something?” and I’d nod, ‘cause it did look like that—like it was cradling something invisible—and he’d say, “That tree’s older than anything in this yard. My old man planted it, and I figure, if a thing’s been living that long, it probably knows more about sticking around than I do.” That kinda stuck with me, you know? How could it not? 

There was this old paper map we used to keep in the junk drawer in the kitchen, all creased and smudged from coffee stains and greasy fingerprints, never got thrown out even when Mom did her yearly “throw out what we don’t need” campaign. Mapple’d pull it out every couple of months, spread it across the kitchen table, and trace his finger across the faded lines—never with any urgency or reason, just to do it, like keeping up with old friends. “You think,” he’d say, with this odd look in his eye, “that life could be charted out on something like this? Or is it just random squiggles, somebody else’s idea of where things should go?” I’d laugh, but I never really knew how to answer. Do you? 

Oh, and—wait, let me back up a bit—when I was a kid, we used to have this neighbor, Mrs. Lambert, who’d say things like, “You can always tell what a man’s living for by watching the way he walks home at night.” I didn’t get it at the time, thought it was just one of those weird old people sayings, but now I kinda do. Mapple, he walked slow, never hurried. Not even when it rained and the water was rising in the street, he’d just shrug, say, “It’s only water. Won’t carry me off yet.” That calm, it got into your bones, whether you wanted it or not. 

Now I’m older—well, older than I was, anyway—and sometimes I catch myself staring at the sky, trying to figure out if there’s a pattern to the stars that’ll tell me something useful. Spoiler: there isn’t, or maybe I’m just not tuned in right. But every so often, I’ll reach for that old map, even though the town’s changed, and roads’ve been built over or faded out, and I’ll trace my own finger along the crumpled edge, thinking, maybe Mapple was right. Maybe you just keep going, let the old trees and faded lines remind you you’re part of something longer than you can see, and that’s enough. Or, well, maybe it’s not, but—what else do we have?",1,True,ai_obfuscated,fiction_disfluency_humanized,0.04007936018367549,0
doc_0417,607,fiction,gpt-4.1,"Well, the thing is, Elizabeth never really thought she’d end up here, at least not in the literal sense. I mean, sure, everybody thinks about running away sometimes, or changing their life, but actually stepping out the door with nothing but a backpack? Who does that? But she did, though—although, to be fair, she spent almost an hour in the kitchen, fiddling with the keys and trying to decide whether she should leave a note. She ended up scribbling something so messy that even she barely understood it: “going out to find something,” or maybe it was “going out to find myself,” the handwriting was terrible, honestly.

She walked for ages, not really sure where she was going, and could’ve stopped at any point, but decided to just keep going. Maybe it was the way the trees looked, swaying a little, or maybe it was the fact that she felt sort of invisible, like no one was ever gonna bother her, but either way, she kept moving. And the thing about Elizabeth is, she always believed there was something waiting for her, even if it sounded ridiculous. She’d say to herself, “Well, what if there really is something out there? What if I just keep walking and it turns out everything’s different?” And yeah, I know that’s kind of childish, but who hasn’t hoped for a miracle once or twice?

After a while, she came to a little bridge. It was rickety, kind of crooked, but she thought, “I’ll cross it, why not?” There was no one around, nobody to ask her if she was sure, and that actually made her feel brave—maybe too brave, because she ran across the bridge and almost slipped, catching herself at the last second. “Okay, maybe I’m not that brave,” she muttered, but laughed a little, too. The air on the other side felt colder, though, and she shivered. Could’ve gone back, but she felt like that’d be cheating, so she pressed on.

You know, she remembered something her grandmother used to say, about how there were places where the world felt thinner, where you could almost hear the other side whispering. Elizabeth thought, “If anyone could find something strange, it’d be me,” and that was enough to keep her going, even though her shoes pinched and she was pretty sure she’d lost a sock somewhere. And honestly, it’s crazy how much we forget about day-to-day stuff, like how hungry you are, until you’re out there, alone. Elizabeth wasn’t sure if she could make it, but she didn’t want to give up just yet.

She found a bench—just one, out in the middle of nowhere, and sat down. The thing is, she could’ve stayed there forever, or at least until someone came by and told her to move, but nobody did. There was a squirrel, though, and she tried to talk to it, because why not? “Hey, little guy, do you think I’m going to find what I’m looking for?” The squirrel didn’t answer, obviously (wouldn’t that be something?), but she felt a little better. Sometimes you just need to say things out loud, even if it’s to a squirrel.

She thought about her family, and wondered if they’d be worried, or maybe just annoyed. Could anybody actually miss her that much? And then she thought about her old friends, the ones who’d moved away or drifted, and she realized she couldn’t remember the last time she’d been really happy. Maybe happiness isn’t something you find, she thought, maybe it’s something you make. But truthfully, she wasn’t sure, and didn’t believe in easy answers.

It started to rain, and Elizabeth pulled her jacket tighter, but stayed on that bench. Some part of her figured the rain would make her feel cleansed or renewed, but really it just made her socks soggy. She could go back, but what would she say? “I left because I was looking for something, and I found a bench and a squirrel and some rain.” Not much of a story, right? But maybe that’s how it goes.

Eventually, as the day faded, she stood up and started walking again, not really expecting much, but not giving up either. She believed, or at least wanted to believe, that something good could happen, even if she didn’t know what it was. And honestly, isn’t that what keeps people going? She thought so.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.03159768346978786,0
doc_0418,433,fiction,gpt-4.1,"So, you wanna hear about the old Water Street project? I mean, it’s not exactly a story for the ages, but hey, why not. The thing is, when I first got assigned to that block, I figured it’d be more of the same—just a bunch of guys in reflective vests, some busted pipes, a few half-hearted arguments with local shop owners. Honestly, I’d seen it all before, or so I thought. But I guess every project’s got its own weird flavor.

I remember the first morning, walking up to the site with my hands jammed in my pockets. It was colder than I’d expected, and Oscar was already cursing at the backhoe, waving his arms around like he was in some kind of opera. You ever notice how some workmen can make a scene out of nothing? Oscar’s a master at that.

We’d been told to expect “complications,” which is just supervisor-speak for “we have no idea what’s under this street and you’re gonna hate it.” And, I mean, they were right. The facts were all over the place—old maps didn’t match, and nobody could agree where the sewer line actually ran. I tried to look like I knew what I was doing, but, you know, you can only fake it so much when mud’s up past your ankles.

The workmen started tearing up the pavement around noon, and let me tell you, the sound was unreal. Not just the machines—though that grinding got into your teeth—but the way the whole neighborhood seemed to come out of nowhere. Some guy with a purple dog kept asking if we’d seen his missing mailbox. A bakery owner brought out coffee, like, four hours late. There’s just something about construction that draws people in, even if all they’re gonna get is noise and blocked driveways.

We put in the steel plates, started digging, and, I swear, every foot down was a new surprise. Oscar found some old bottle, all green and crusty, and started theorizing about pirates. I’m not saying it was impossible, but come on. The guy thinks everything’s a treasure. But then, who’s to say what’s valuable? I guess, after a while, weird bits of stuff are all you’ve got.

By the third day, morale was shot. Rain had filled the pit, and the backhoe had eaten someone’s lunch by mistake. Don’t even ask. I remember thinking—why do we put up with this? Is it the paycheck, or just the stubbornness to see something finished? Some days, it’s hard to tell. The crew was soaked, and the only thing holding everyone together was Frank’s terrible jokes. You try laughing at a guy who tells the same line every morning for a week straight.

Now, the facts, as far as they go, were pretty clear: something was blocking the main line, and nobody wanted to admit it could be a collapsed wall. The city rep insisted it must be a tree root, but we all knew better. You could feel it in the way the shovels hit—there was a kind of hollow thud that made no sense. Would you trust a city map made in 1956? ‘Cause I certainly wouldn’t.

We argued and cursed, but in the end, we did what we always do. Oscar crawled in with the flashlight, found a brick arch that shouldn’t have been there, swore a blue streak, and then we called it in. Some engineer showed up with a stack of forms and an attitude that could’ve cut steel. “Just patch it and move on,” he said, barely looking down.

I guess, the thing is, you start out thinking you’ll make a big difference, fix something important—but most days, you just do your bit and try not to ruin anything. By the time we filled the trench and cleaned up the trash, nobody cared about the old archway. We certainly didn’t. Well, maybe Oscar did. Sometimes I still wonder, did it really matter what we found down there, or was it just work, like always?

Anyway, next week there’s another street and more mud. Maybe this time the only thing we’ll dig up is dirt. But I wouldn’t bet on it.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.033389890692643774,0
doc_0419,51,fiction,gpt-4.1,"So, the thing is, nobody ever really asked Linton what he wanted, and maybe that was fine, or at least that’s how he’d tell it whenever anyone looked at him a little too closely, like you know the kind of look where you can tell someone’s just waiting for you to spill your guts and you just want them to stop, because what would you even say? It was one of those days—gray sky, low heavy clouds that looked like someone’d wiped soot across the horizon, cool enough that your breath came out in these lazy little puffs. Yeah, that day I remember because Anna, she called—well, she didn’t call, she just showed up, hair stuck down by the rain, cheeks already blotchy like she’d been running or maybe crying, but I couldn’t tell and I didn’t ask, because I figured, you know, there’s nothing sadder than when someone wishes you’d just ask them what’s wrong, and you don’t, but also you can’t.

So, Anna’s standing there on the porch, shuffling from foot to foot like she’s got to use the bathroom or something, and I’m just there with my stupid mug of coffee. I guess Linton was probably behind me, but honestly, my memory’s kind of a joke, because everything gets all mixed up when I try to remember what people said, especially him. He never said much, anyway, not really. It’s like he could tell you were waiting for him to say the one thing that’d make sense of it all, but then he’d just shrug and, I don’t know, look at his hands. You ever know someone like that? Who you keep hoping will say exactly what you need to hear—not what you want, but what you need—but they just keep giving you sentences that break off halfway through?

Linton, that day, he finally said—and I’m paraphrasing, but still—he said, “It’s not that I don’t want things. I just… I don’t call them mine.” And then he laughed, this dry, weird sound that didn’t make any sense with his eyes, which were utterly sad in a way I can’t describe, but also not defeated. If you’ve ever seen someone who’s so used to their own disappointment that it just sits on their shoulders like a jacket, but a tight one, you know what I mean. Anna didn’t get it, though. I could see in the way she clenched her fists, holding back a question she’d already asked too many times. Did he ever wish things were different? Or was that just what she wanted him to admit, so she could let herself off the hook?

And honestly, that’s the thing that stuck with me: the stuff we wish people would call theirs. I mean, how much of this world would change if Linton just said, “Yeah, this sadness, this hope, this longing—mine”? But he didn’t. He wouldn’t. Maybe he couldn’t. I don’t even know. Instead, he asked Anna if she wanted some tea, and that was that. She didn’t answer him, which was almost funny, because he’d never offer twice. Some people think that’s rude, but Linton wasn’t about politeness—not in that way. He was careful, though. He’d wait for you to accept or not, and if you didn’t, well, the moment was gone.

But then something happened that I think about sometimes, especially on days when the sky goes that same bruised gray and I feel like I’m about to lose something without knowing what. Anna put her hand out and touched Linton’s sleeve, and it was just this small, quick thing, but I could see him flinch, like her fingers were made of ice. She said, “I wish you’d just say it, Linton. I wish you’d just call one thing yours, so I’d know where to stand.” And I wanted to tell her, “Hey, he can’t do that. That’s not who he is.” But I kept quiet, sipping the rest of my coffee that’d gone cold.

There was this long silence that felt heavy, like maybe if you tried to speak, your words’d just get stuck right in the air. I looked at Linton, hoping—hoping, I don’t know, that he’d say something brave, or selfish, or just… true. But instead, he shook his head real slow and said, “It’s a sad day when wishing’s all you have left.” And he went inside, shutting the door gently behind him, leaving Anna on the porch with her fist still on his sleeve.

So, what do you say to that? What do you do when someone won’t—or maybe can’t—call anything theirs? I still don’t know. That day ended the way",1,True,ai_obfuscated,fiction_disfluency_humanized,0.02629378250050499,0
doc_0420,1199,fiction,gpt-4.1,"So, like, you probably haven’t met Oliver, right? Or maybe you have and just didn’t realize, because he’s got this sort of background-person vibe, but also—well, okay, he stands out if you look for it. His brother, Charles, is the type you’d notice more, but we’ll get to him in a sec. Right now, let’s just say Oliver’s always got mud on his boots. Even when it isn’t raining. Figure that one out.

The funny thing is, they grew up in the same house, with their father, who wasn’t, uh, really fatherly, if you get what I mean. But he was a duke. Which means, supposedly, he’s all dignified and noble, and whatever else dukes are meant to be. But all people talked about was how he loved his old hunting dogs more than his sons. Maybe it was true? Wouldn’t be the weirdest thing.

Now, Orlando enters the picture. He’s Charles’s friend—or sometimes you’d think rival, since they’re like two goats butting heads over everything. Orlando’s got ideas. Big ones. Sometimes too big for the town they live in. He’d roll up to the edge of the estate, stare out at the foggy fields, then say stuff like, “This land’s all bones, I swear.” Which, what does that even mean? But people listened, because Orlando’s got a voice that makes you wanna hear what he says, even if it’s nonsense. Or is it?

Meanwhile, Sir John—that’s another character who just pops up whenever there’s food or trouble (those two go hand in hand for him). Sir John isn’t actually a knight, but insists on the ‘Sir.’ Nobody really argues, because, you know, why pick a fight with a guy who knows where every secret wine cellar is?

So back to the brothers. One rainy night, Charles is pacing outside, muttering about inheritance. You’d think he’d be excited, but nah, he’s wringing his hands and looking like a ghost. Oliver finds him there, huddled under a dying sycamore. “You out here planning a revolution, or just freezing?” Oliver asks, but Charles shakes his head.

The thing is, Charles never really wanted the lands, or the house, or the headaches that come with it. What he wanted—well, he couldn’t say, but it sure wasn’t what was waiting inside that old stone house. Sometimes I wonder, did any of them really want this life, or were they just sort of handed it like a soggy package and told, “Here’s your future, don’t drop it”? Who decides that, huh?

Then the father, the duke, shuffles past with his cane and two dogs trailing, like a parade of the past. He doesn’t say much anymore. If he did, it’d probably just be about the dogs’ latest adventure in the duck pond. There’s a distance between him and his sons like a whole ocean, and no one’s got a boat.

Honestly, I think Oliver always wanted to leave. He’d watch birds a lot, the kind that fly in crooked flocks, not the pretty ones people put on greeting cards. He’d say, “That’s freedom, right there,” but not loud enough for anyone but himself to hear. Why stick around, then? Is it hope, or just habit?

Anyway, one morning, after the mist burned off and left the fields looking almost beautiful, Orlando bursts in with a wild idea about digging up some old well, convinced there’s something amazing hidden down there. Sir John’s already got his sleeves rolled up, thinking there’ll be a bottle if he helps. It turns into this half-baked adventure, mud everywhere, Charles pretending he doesn’t care, but of course he does—he’s got dirt on his shoes to prove it.

They don’t find treasure, unless you count a rusty horseshoe and a pile of broken crockery treasure. Orlando laughs so hard he falls backwards, and for a second, everyone’s just people, not sons or dukes or anything that heavy. Just four muddy guys, making a mess.

Later, when the sun’s nearly gone and the dogs have given up begging for scraps, Charles sits with Oliver by the kitchen door. The cook forgot to shut it and you can smell bread in the air. For once, there’s nothing left to argue about. Maybe tomorrow, something’ll change, or maybe they’ll just keep walking these same old fields, but together, and that isn’t so bad.

Anyway, that’s the story, or at least, that’s how it feels when you’re there. Does any of this matter in the end? Maybe not. But then, maybe it’s just about being seen, even if it’s only by a brother with mud on his boots.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.026108100633821466,0
doc_0426,1452,fiction,gpt-4.1,"So, you know how it is out on the water, when you’re the first one to set foot on the sand after a long night tossing in the boat? The air’s heavy with salt, and even though it’s supposed to be spring, somehow the wind finds its way right under your coat. Anyway, there was this guy—old Pericles, they called him, but only when he wasn’t around. He would come down to the shore around dawn, every day, looking all thoughtful like he expected some secret to pop right out of the waves. Honestly, I never knew what he was hoping to find. Maybe a message in a bottle or, I don’t know, a sign from the gods or something.

And then there’s Simonides. That’s me, by the way, though pretty much everyone just calls me 'Simon.' I’d like to say I was the village’s best fisherman, but that’d be a stretch—maybe top three if I’m lucky, and only because old Rhys hasn’t caught anything worth talking about in years. Still, I’ve been out before sunrise since I was a kid, so I suppose I know the ropes. Some days, I’ll tell you, fish’ll jump right into your nets, and some other days you’d swear they’ve all packed up and left the sea.

So this morning, well, I was untangling my line, half-listening for the gulls, when Pericles comes pacing up. You ever seen a man so lost in his head he trips over his own feet? That was him that day. He stops, stares at the water, then sort of sighs and glances at me.

“Simonides,” he says, and he always uses my full name, “you ever think about what’s out there?” He points past the rocks, toward the open blue where the sun is just starting to break up the mist.

Well, what do you say to that? I shrugged, said, “Fish, I hope.” 

He laughs, but it’s a tired sort of laugh, you know? The kind people use when they’ve got bigger worries than fish. “No,” he says, “I mean, really—do you ever feel as though something’s calling you from out there?”

Now, I’d like to say I’m the kind of fellow who’s got answers for everything. But I guess I sort of shifted my feet and mumbled something about the only thing that ever called me was an empty stomach.

Pericles just keeps on staring. “I had a dream of Thaisa,” he says. His voice gets real quiet, and I almost pretend not to hear. “She was standing on the shore, just—just over there, by the old willow. She called to me. And it was her, I know it was.” 

The thing is, most folks don’t talk too much about Thaisa anymore. She was his wife, or maybe more like a legend by now—disappeared in a storm, years back. Some say she drowned, some say she ran off to another village, but you know how stories grow around here. All I know is, Pericles never quite got over it.

So, I didn’t want to poke at old wounds. But I had to say something, right? “You figure dreams mean something, sir?” I asked, trying to keep my voice steady.

He smiled, that sad way he does. “Sometimes. Sometimes I think it’s just the sea, whispering in my sleep. Other times, I think… maybe I’m meant to go after her.”

Now, tell me, what would you do if a man like Pericles turned to you and said he might be pulled out to sea by a voice only he could hear? There’s not much you can do, really. I tried to joke. “Well then, you’ll need a bigger net, sir.”

He actually chuckled, a real one this time, and patted my shoulder. But I could see it in his eyes—he’d already set sail in his head, whether his boat left shore or not.

So, we fished. Caught two mackerel, nothing special. The sun came up, burned off the grey. Pericles wandered off by noon, same as always, and I packed up my catch and started up the path. I always pass that old willow on my way home. Call me superstitious, but sometimes the hairs on my neck stand up there, like someone’s watching. Is it just the wind, or do old stories hang around longer than we think?

Anyway, that’s how it goes. The fish come in, the fish go out. The sea keeps her secrets, and men like Pericles keep listening. And me? I just mend my nets and wait for tomorrow, same as always.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.02881535668379918,0
